,Reviews,Labels,Updated_reviews
2328,Good quality and fresh veggies timely delivered. Thank you! Will definitely come back again.,1,good quality fresh veggie timely deliver thank definitely come back
2329,"Fresh quality cabbage, good experience، packaging was good",1,fresh quality cabbage good experience package good
2330,Excellent Quality...All vegetables are fresh and clean... will definitely order again...,1,excellent qualityall vegetable fresh clean definitely order
2331,Fresh products delivered very next day. Recommended!! ,1,fresh product deliver next day recommend
2332,Fresh & Quality Products. Thanks Daraz for making our life easier. Highly recommended.,1,fresh quality product thank daraz make life easy highly recommend
2333,This one was huge in size but the quality was a-one.,0,one huge size quality aone
2334,Cabbage Was fresh.,1,cabbage fresh
2335,Always best and fresh vegetables from dFresh. Thanks team and keep up the good work.,1,always good fresh vegetable dfresh thank team keep good work
2336,Fresh vegetables ,1,fresh vegetable
2337,Thanks Daraz I got this purchased via Daraz wallet,1,thank daraz get purchase via daraz wallet
2338,Very clean and very fresh. Safely delivered also.,1,clean fresh safely deliver also
2339,Fresh items good Packing and timely delivered. ,1,fresh item good packing timely deliver
2340,Everything was freah and well packed loved it.,1,everything freah well pack love
2341,"fresh as always, well packed, quick delivery",1,fresh always well pack quick delivery
2342,"Excellent, very fresh and delivered fast.",1,excellent fresh deliver fast
2343,"Good packing 
fresh and on time delivery",1,good pack fresh time delivery
2344,Enjoying daraz with complete freshness ,1,enjoy daraz complete freshness
2345,Looks fresh however quantity is not complete 1 kg and packed properly . ,1,look fresh however quantity complete 1 kg pack properly
2346,"highly recommend, packing is also good",1,highly recommend pack also good
2347,good quality and fresh below market price .mpressed by seller and daraz,1,good quality fresh market price mpresse seller daraz
2348,just received my parcel within 8 hrs ..fresh cabbage ...best experience,1,receive parcel within 8 hrs fresh cabbage good experience
2349,Got two good quality cabbages. Fresh.,1,get two good quality cabbage fresh
2350,cabbage with out water .. and fresh ,1,cabbage water fresh
2351,nice quality and timely delivered 👍,1,nice quality timely deliver
2352,Got two small ones which is better then one the size of footaball :-),1,get two small one well one size footaball
2353,fresh vegetables very nice quality,1,fresh vegetable nice quality
2354,good and fresh quality recommend,1,good fresh quality recommend
2355,Fresh vegetables I am so happy ,1,fresh vegetable happy
2356,fresh vegetables delivered..,1,fresh vegetable deliver
2357,"Fresh product, fast delivery",1,fresh product fast delivery
2358,fresh and timely delivered,1,fresh timely deliver
2359,all vegetable fresh n good,1,vegetable fresh n good
2360,"zbrdast service,fresh & clean vegetables,highly recomented,",1,zbrdast servicefresh clean vegetableshighly recomente
2361,Received fresh as always,1,receive fresh always
2362,dfresh provide good quality cabbage and other vegetables.,1,dfresh provide good quality cabbage vegetable
2363,high quality vegetables,1,high quality vegetable
2364,rubbish..dustbin stuff,0,rubbishdustbin stuff
2365,all are fresh and well packed. received late in evening,1,fresh well pack receive late evening
2366,Delivered On Time....,1,deliver time
2367,Fresh as expected,1,fresh expect
2368,fresh vegetables,1,fresh vegetable
2369,Awesome quality,1,awesome quality
2370,Everything is fresh and very cheap daraz is best,1,everything fresh cheap daraz good
2371,all are fresh and well packed. received on time.,1,fresh well pack receive time
2372,good satisfied,1,good satisfied
2373,great in taste,1,great taste
2374,very Good. it's so fresh. perfect.,1,good fresh perfect
2375,Fresh vegetables. Prompt delivery,1,fresh vegetable prompt delivery
2376,very good and fresh vegetables ,1,good fresh vegetable
2377,"good quality, timely delivered.",1,good quality timely deliver
2378,Not satisfied with the cabbage ,0,satisfied cabbage
2379,Satisfied D.Fresh 10/10 ,1,satisfied dfresh 1010
2380,As u all clean n fresh,1,u clean n fresh
2381,Excellent everything,1,excellent everything
2382,Very disappointed. ,0,disappointed
2383,Fresh sabzi...good,1,fresh sabzigood
2384,Fresh vegetables ,1,fresh vegetable
2385,Very good quality,1,good quality
2386,Fresh vegetables.,1,fresh vegetable
2387,Fresh and good ,1,fresh good
2388,Fresh and good ,1,fresh good
2389,"Excellent!
Fresh!
Big!
Safely Arrived!
Well Packed!
Fast Shipment!
Economical!

Thanks to daraz and team for making our life easier! :) stay blessed",1,excellent fresh big safely arrive well pack fast shipment economical thank daraz team make life easy stay bless
2390,"Amazing experienced to bought variety of fruits and vegetables again and again... love the quality and quantity fully loaded and separetly packed. Fruits and vegetables were fresh and price is economical...  delivered on time with great packaging. Seller is so responsive, Highly recommended. Thanks to daraz and team heros"" for fast shipment! :)""",1,amazing experience buy variety fruit vegetable love quality quantity fully load separetly pack fruit vegetable fresh price economical deliver time great packaging seller responsive highly recommend thank daraz team heros fast shipment
2391,Yes it's fresh I really appreciate the daraz that it was my first order but they deliver on time and all vegetables are fresh freshly,1,yes fresh really appreciate daraz first order deliver time vegetable fresh freshly
2392,good quality but not receive shimla mirch when i called the rider he said i will give tomorrow but tomorrow never comes.,1,good quality receive shimla mirch call rider say give tomorrow tomorrow never come
2393,Daraz is the best place for us.....V good and fresh....Mashallah all items are in very good condition. Thank u Daraz,1,daraz good place usv good freshmashallah item good condition thank u daraz
2394,Cabbage was missing from my order delivered. It's the second time that I have experienced missing items from my order. Please ask your packaging department to kindly check before dispatching ,0,cabbage miss order deliver second time experience miss item order please ask package department kindly check dispatch
2395,thank you d fresh amazing experience full fresh vegetables were delivered ☺️ thank you so much I recommend this store ,1,thank fresh amazing experience full fresh vegetable deliver thank much recommend store
2396,Fresh vegetables received as always. Great service provided by daraz. Very satisfied with daraz store.,1,fresh vegetable receive always great service provide daraz satisfy daraz store
2397,Recieved vegetables all were very fresh and upto mark ... but few items were short .. I complained to the rider he said it will be delivered by tomorrow but nobody came ..... ,1,recieve vegetable fresh upto mark item short complain rider say deliver tomorrow nobody come
2398,Excellent service by d-mart. All vegetables and fruits were fresh and in perfect condition. i am very happy with my purchase. dfresh service is highly recommended,1,excellent service dmart vegetable fruit fresh perfect condition happy purchase dfresh service highly recommend
2399,I ordered french bean 1 kg but I didn't receive. it was not in the package. Also 1/4 kg chillies were not received. before also this happened. kindly I need these items. please deliver as soon as possible,0,order french bean 1 kg do not receive package also 14 kg chilli receive also happen kindly need item please deliver soon possible
2400,"I received order on time in spite of lock down & heavy rain in the city as it is really appreciable, you may place an order to Daraz as they delivered good quality on cheap rates and stay at home safely.
Thanks Daraz",1,receive order time spite lock heavy rain city really appreciable may place order daraz deliver good quality cheap rate stay home safely thank daraz
2401,"all the vegetables and fruits were A grade exceptbFalss. my money was wasted but i don't know how to return perishable fruits. The Falsa were almost rotten with bad smell and not edible.
However te delivery was fast. overall I'm happy eith Daraz .",1,vegetable fruit grade exceptbfalss money waste do not know return perishable fruit falsa almost rotten bad smell edible however te delivery fast overall -PRON- be happy eith daraz
2402,"Bohat zabardast experiance raha, aik dum fresh . . is lock down may fresh subzi vo be ghar baith kar miljay kisi naymat say kam nahi hay. highly recommitted ",1,bohat zabardast experiance raha aik dum fresh lock may fresh subzi vo ghar baith kar miljay kisi naymat say kam nahi hay highly recommit
2403,"dFresh used to deliver fresh products. Now, as their customers grow, they are becoming same as the rest of vegetable sellers.",1,dfresh use deliver fresh product customer grow become rest vegetable seller
2404,Best quality and very fresh with reasonable price and free delivery. I enjoyed shopping vegetables from Daraz and will do it again and again. I recommend to shop vegetables through Daraz,1,good quality fresh reasonable price free delivery enjoy shopping vegetable daraz recommend shop vegetable daraz
2405,"Good Quality and reasonable price 

Totally trust worthy experience with Daraz

Five Star with Excellent Service of vegetables and fruits",1,good quality reasonable price totally trust worthy experience daraz five star excellent service vegetable fruit
2406,"don't know about the remaining products of Daraz , but as far as vegetables and fruits are concerned they are genuinely fresh and less than or equal to the market rate, good packaging and on time. ",1,do not know remain product daraz far vegetable fruit concern genuinely fresh less equal market rate good packaging time
2407,Very fresh vegetable .meri life asan kar si .really ghar baithay intahiyai munaaib qeemat per zabardast pakging mai bahtreen vegetables ghar kay door step per .tha ks alot daraz thanks alot dfreah thanks daraz life itni easy karnay kay lye .😍😍😍😍😍😍😍😍😍,1,fresh vegetable meri life asan kar si really ghar baithay intahiyai munaaib qeemat per zabardast pakge mai bahtreen vegetable ghar kay door step per tha ks alot daraz thank alot dfreah thank daraz life itni easy karnay kay lye
2408,"perfect seller and satisfied with quality prices and dilivery, after 100 of times order placing no any complaint.",1,perfect seller satisfied quality price dilivery 100 time order place complaint
2409,"purchasing on  this seller above 100 of times, perfect, fresh and lowest price against mandi, unbliveable, recomended. ;)",1,purchase seller 100 time perfect fresh low price mandi unbliveable recomende
2410,"The second time we have received a Gm issue, I have ordered 1 kg but received 800 gm, disappointed ",0,second time receive gm issue order 1 kg receive 800 gm disappoint
2411,100% satisfaction because I regularly by vegetables and fruit on d fashion good quality and service,1,100 satisfaction regularly vegetable fruit fashion good quality service
2412,"Best product in very reasonable price.
Seller is highly recommended, best wishes with five stars!",1,good product reasonable price seller highly recommend good wish five star
2413,"Best product in very reasonable price.
Seller is highly recommended, best wishes with five stars!",1,good product reasonable price seller highly recommend good wish five star
2414,Quick delivery within 24 hrs. nicely packed and fresh vegetables. All in all Excellent Service.,1,quick delivery within 24 hrs nicely pack fresh vegetable excellent service
2415,"Simply the best, delivered on time. It was fresh and it was very cheap as compared to market. ",1,simply best deliver time fresh cheap compare market
2416,"I think purchasing above hundred of times, already satisfied with quality prices and dilivery.",1,think purchase hundred time already satisfy quality price dilivery
2417,its a good experiance thru ordering from daraz.everything was a fresh & excellent vegetables.,1,good experiance thru order darazeverythe fresh excellent vegetable
2418,never dissapointed from dfresh.. quality items timely delivered . hence highly recommended,1,never dissapointe dfresh quality item timely deliver hence highly recommend
2419,fresh and quantity is exact and develiery is on time and not single cabbage is rotten.,1,fresh quantity exact develiery time single cabbage rotten
2420,i order .25 kg of garlic along with other vegetables but it was missing from my order,0,order 25 kg garlic along vegetable miss order
2421,Received 1 KG instead of 2 KG which was ordered & pay ..... Need a reimbursement :(  ,0,receive 1 kg instead 2 kg order pay need reimbursement
2422,Fresh and clean vegetables arranged properly delivered next day. Very much satisfied ,1,fresh clean vegetable arrange properly deliver next day much satisfied
2423,fresh and as per the expectations. Thanks and keep up the standard will order again.,1,fresh per expectation thank keep standard order
2424,Vegetables were fresh and received in good condition. Keep up the good work D-Mart,1,vegetable fresh receive good condition keep good work dmart
2425,All the ordered vegetables  were above my expectations. proudly recommend dfresh. ,1,order vegetable expectation proudly recommend dfresh
2426,"Vegetables were fresh and delivery time is perfect, Just next day as committed.
",1,vegetable fresh delivery time perfect next day commit
2427,Two items are not yet delivered from this order please refund them immediately,0,two item yet deliver order please refund immediately
2428,Nice Product good quality highly recommended price little higher than market. ,1,nice product good quality highly recommend price little high market
2429,Excellent product. Original. Timely Received. Fully satisfied with service ,1,excellent product original timely receive fully satisfied service
2430,"freshness and quality, fast dilivery reasonable price, hoghly recomended.",1,freshness quality fast dilivery reasonable price hoghly recomende
2431,Got exactly 1 kg large sized cabbage...Very fresh and timely delivered.,1,get exactly 1 kg large sized cabbagevery fresh timely deliver
2432,very very good all vegetables i m very happy with daraz full stars...,1,good vegetable happy daraz full star
2433,"fresh vegetables
timely delivered
Excellent experience
nice packaging",1,fresh vegetable timely deliver excellent experience nice packaging
2434,"excellent experience
nice packaging
just as described 
fast delivered",1,excellent experience nice packaging describe fast deliver
2435,vegetable is good quality but is second quality not premium quality ,1,vegetable good quality second quality premium quality
2436,Every time they miss one itemand not replying on chat since 7 July.,0,every time miss one itemand reply chat since 7 july
2437,No as fresh as we use to get from dfresh. Quality going very down. ,0,fresh use get dfresh quality go
2438,it was not one kg it's was 700gram or less than it n I pay for 1kg,0,one kg 700gram less n pay 1 kg
2439,I ordered 2 kg cabbage and I get 1 kg cabbage and charged for 2 kg,0,order 2 kg cabbage get 1 kg cabbage charge 2 kg
2440,"fresh & super quality, satisfied with timely delivered and prices.",1,fresh super quality satisfy timely deliver price
2441,"Quality, quantity and rates are good. Will definitely try again. ",1,quality quantity rate good definitely try
2442,"good seller, good prizes, good quality products. fully satisfied.",1,good seller good prize good quality product fully satisfy
2443,right at time it was fine same as order and fresh and good taste,1,right time fine order fresh good taste
2444,excellent service and fresh deleverd all vagitables we recommend,1,excellent service fresh deleverd vagitable recommend
2445,"Fresh vegetables and fruits fast free delivery.
Thanks Daz 👍💯",1,fresh vegetable fruit fast free delivery thank daz
2446,"quality is not fine since last 2 months
missing cheeko shopper",1,quality fine since last 2 month miss cheeko shopper
2447,awesome 💯💯😎👍 quality excellent 👍👍 seller well-done daraz,1,awesome quality excellent seller welldone daraz
2448,All vegetables are good 👍 fresh and clean. Delivered in time.,1,vegetable good fresh clean deliver time
2449,"All vegetables and fruits fresh and best quality, Thanks alot",1,vegetable fruit fresh good quality thank alot
2450,"All items were very good, pleasure to place an amazing order",1,item good pleasure place amazing order
2451,Best Service At Door Step With best price and best quality,1,good service door step good price good quality
2452,"no commints have, just blind faith this seller, recomended",1,commint blind faith seller recomende
2453,delivered on time all vegetables were fresh thanks daraz,1,deliver time vegetable fresh thank daraz
2454,"worst quality ever ,will not order this vegetable again.",0,bad quality ever order vegetable
2455,Good quality and next day delivery.  Will order again.,1,good quality next day delivery order
2456,very fresh I am so satisfied of product and service .,1,fresh satisfied product service
2457,"very dirty and blackish.
error in uploading pictures.",0,dirty blackish error uploading picture
2458,Not fresh order second time both time fresh nhi thi ,0,fresh order second time time fresh nhi thi
2459,Fresh product. Im refer to my friend to purchace it.,1,fresh product -PRON- be refer friend purchace
2460,I received this product in good and fresh condition ,1,receive product good fresh condition
2461,Rotten cabbages covered with fungus was delivered. ,0,rotten cabbage cover fungus deliver
2462,"The item was not as per standard, it was not fresh.",0,item per standard fresh
2463,Very well packed n' fresh as always... keep it up!!,1,well pack n fresh always keep
2464,Fresh fast delivery with good discount from market,1,fresh fast delivery good discount market
2465,worst quality.. like a day before or even more old,0,bad quality like day even old
2466,"average price, ab normal market say high price hai",0,average price ab normal market say high price hai
2467,Quality product.  Delivered in time.  Recommended ,1,quality product deliver time recommend
2468,The devilery was on time.The vegetable was fresh.,1,devilery timethe vegetable fresh
2469,"too much big in size...
should be of medium size.",0,much big size medium size
2470,"didn't receive the cabbage
other stuff was 10/10",0,do not receive cabbage stuff 1010
2471,"satisfied with quality,price and services.thanks",1,satisfied qualityprice servicesthank
2472,Excellent Quality.... Nicely Packed & Delivered,1,excellent quality nicely pack deliver
2473,"very good quality and fresh, hamesha ki tarah.",1,good quality fresh hamesha ki tarah
2474,Fresh item delivered well packed. Recommended ,1,fresh item deliver well pack recommend
2475,There was less quantity in all of vegetables ,0,less quantity vegetable
2476,Nice Product good quality highly recommended ,1,nice product good quality highly recommend
2477,good quality fresh fast delivery thanks daraz,1,good quality fresh fast delivery thank daraz
2478,awesome vegetables. daraz not disappoint me.,1,awesome vegetable daraz disappoint
2479,"Already Satisfied, good seller, Recommend.",1,already satisfy good seller recommend
2480,I ordered cabbage n you delivered lauki..,0,order cabbage n deliver lauki
2481,"Fresh ,clean nutritious and tasty cabbage",1,fresh clean nutritious tasty cabbage
2482,All fresh and Good quality 👍 vegetables.,1,fresh good quality vegetable
2483,"super quality & fresh, recomended to buy.",1,super quality fresh recomende buy
2484,very good and fresh and deliverd on time,1,good fresh deliverd time
2485,Very Nice Packing With Fresh Vegetables ,1,nice pack fresh vegetable
2486,All vegi & fruits are fresh thnx daraz👍,1,vegi fruit fresh thnx daraz
2487,vegetable saaf this kafi as per standard,1,vegetable saaf kafi per standard
2488,Good quality and delivered the next day.,1,good quality deliver next day
2489,bad quality half the cabbage was rotten.,0,bad quality half cabbage rotten
2490,Cabbage was of good quality. Satisfied.,1,cabbage good quality satisfy
2491,Good nice and fresh at reasonable price,1,good nice fresh reasonable price
2492,Bht acha thanks daraz ,1,bht acha thank daraz
2493,Amazing product.. Very fast delivery ,1,amazing product fast delivery
2494,amazing service highly recommended!!n,1,amazing service highly recommendedn
2495,"excellent, satisfied regular customer",1,excellent satisfy regular customer
2496,Amazing quality and premium product❤️,1,amazing quality premium product
2497,Amazing quality and premium product❤️,1,amazing quality premium product
2498,Fresh and timely deliver thanks 💯👍,1,fresh timely deliver thank
2499,fresh cabbage with less market value,1,fresh cabbage less market value
2500,i order 2 kg and recieved 850 grams ,0,order 2 kg recieve 850 gram
2501,"Product not received, it was missing",0,product receive miss
2502,very good quality and fast deliveryl,1,good quality fast deliveryl
2503,good quality and low price i like it,1,good quality low price like
2504,"Weight not met, and yellow leaves. ",0,weight meet yellow leave
2505,"very good quality, fresh and clean ",1,good quality fresh clean
2506,"very fresh, very quick service 👌👍",1,fresh quick service
2507,very good and fresh all vegetables.,1,good fresh vegetable
2508,"very good quality, fresh and clean.",1,good quality fresh clean
2509,very good and fresh all vegetables.,1,good fresh vegetable
2510,Fresh vegetables really satisfied ,1,fresh vegetable really satisfy
2511,perfect and fresh all thanks daraz,1,perfect fresh thank daraz
2512,all vegetables are good and fresh.,1,vegetable good fresh
2513,Cabbage is not 1 kg it's 800 gram.,0,cabbage 1 kg 800 gram
2514,veggies was bot fresh this time..,1,veggie bot fresh time
2515,everything is fresh and perfect  ,1,everything fresh perfect
2516,Good experience! Fresh vegetables,1,good experience fresh vegetable
2517,quality and quantity is too good ,1,quality quantity good
2518,Unfresh vegetables plz don't buy,0,unfresh vegetable plz do not buy
2519,very poor quality with smelling ,0,poor quality smelling
2520,very fresh and affordable prices,1,fresh affordable price
2521,Nice Product good quality fresh ,1,nice product good quality fresh
2522,"Awesome, Fresh and Good Quality.",1,awesome fresh good quality
2523,fresh item. with best price tag,1,fresh item good price tag
2524,Excellent quality! Very fresh! ,1,excellent quality fresh
2525,"Best quality, Reasonable price.",1,good quality reasonable price
2526,not received as same as ordered,0,receive order
2527,"not so fresh, yellow in color.",0,fresh yellow color
2528,"Very fresh and healthy, Thanks",1,fresh healthy thank
2529,Fresh vegetables. Recommended.,1,fresh vegetable recommend
2530,"fresh and v.cheap ..Zaberdast
",1,fresh vcheap zaberdast
2531,JUST OK AND WELL PACKED THANKS,1,ok well pack thank
2532,Not as good quality as before,0,good quality
2533,fresh and without any problem,1,fresh without problem
2534,Fresh and unharmed in anyway.,1,fresh unharmed anyway
2535,all vages are good and fresh,1,vage good fresh
2536,Fresh and with good packing.,1,fresh good packing
2537,"green, nice and big cabbage ",1,green nice big cabbage
2538,wonderful fruit best Quality,1,wonderful fruit good quality
2539,"Very fresh and good quality
",1,fresh good quality
2540,good products fresh & clean.,1,good product fresh clean
2541,Excited fresh Quality 10/10,1,excited fresh quality 1010
2542,fresh and delivered on time,1,fresh deliver time
2543,best quality and low price ,1,good quality low price
2544,As usual fresh and prompt.,1,usual fresh prompt
2545,good n fresh. thanks daraz,1,good n fresh thank daraz
2546,Nice quality. Thanks Daraz,1,nice quality thank daraz
2547,fresh and good stuff I got,1,fresh good stuff get
2548,This was good and fresh .,1,good fresh
2549,Fresh and good quality 👍,1,fresh good quality
2550,Nice Product good quality,1,nice product good quality
2551,fresh n good rates thanks,1,fresh n good rate thank
2552,fresh and properly packed,1,fresh properly pack
2553,Osm inshallah shop again,1,osm inshallah shop
2554,not fresh at this time ,0,fresh time
2555,"Fresh, recommend to all",1,fresh recommend
2556,Poor quality supplies.,0,poor quality supply
2557,best quality as usual ,1,good quality usual
2558,"Fresh and tasty,Thanks",1,fresh tastythank
2559,best service ever seen,1,good service ever see
2560,Fresh and high quality,1,fresh high quality
2561,All items nice always,1,item nice always
2562,fresh all vegetables.,1,fresh vegetable
2563,best fresh as always,1,good fresh always
2564,Best quality cabbage,1,good quality cabbage
2565,Appreciated Daraz...,1,appreciate daraz
2566,Fresh n best. Great,1,fresh n best great
2567,"nice n fresh
thanks",1,nice n fresh thank
2568,Good and satisfied.,1,good satisfied
2569,Got fresh aspected,1,get fresh aspecte
2570,Send as described.,1,send describe
2571,fresh thanks daraz,1,fresh thank daraz
2572,Fresh & low price.,1,fresh low price
2573,Have spots on it.,1,spot
2574,Good in  quality ,1,good quality
2575,Awesome as Always,1,awesome always
2576,Fresh Vegetables ,1,fresh vegetable
2577,very good quality,1,good quality
2578,very big cabbage,0,big cabbage
2579,affordable price,1,affordable price
2580,Clean and fresh,1,clean fresh
2581,fresh and clean,1,fresh clean
2582,less in weight ,0,less weight
2583,Fresh and clean,1,fresh clean
2584,Clean and fresh,1,clean fresh
2585,Love it Dfresh ,1,love dfresh
2586,Good as always,1,good always
2587,good and fresh,1,good fresh
2588,"Great quality
",1,great quality
2589,Great quality,1,great quality
2590,all are good ,1,good
2591,not too good,0,good
2592,"Asalamualikum
The first and the most valuable thing was that the whole items were fresh and very clear in their beauty and each and every product I received what I ordered,and thank's you a lot Daraz that you always delivered products on time and on the exact location.furthermore,Daraz team always receive our mails and work accordingly .it was fabulous that all items were in reasonable price,i also have shared experience with my relatives.
",1,asalamualikum first valuable thing whole item fresh clear beauty every product receive orderedand thank lot daraz always deliver product time exact locationfurthermoredaraz team always receive mail work accordingly fabulous item reasonable pricei also share experience relative
2593,Brinjals were fresh and Good Quality delivered at doorstep on time with free delivery. Thanks daraz for making vegetable and fruits available at doorstep fresh and healthy.,1,brinjal fresh good quality deliver doorstep time free delivery thank daraz make vegetable fruit available doorstep fresh healthy
2594,"Completely satisfied with dfresh team and their fastest service ever since I am using dfresh from 2 years and now I will definitely order in future as well..Each and every vegetables was fresh, clean, tasty and well packed.. Brinjal was sooo good thanks again for introducing dfresh in Karachi..",1,completely satisfied dfresh team fast service ever since use dfresh 2 year definitely order future welleach every vegetable fresh clean tasty well pack brinjal sooo good thank introduce dfresh karachi
2595,"Thank you Daraz for providing satisfactory products in good rates, much economical than other marketplace. Got half kg brinjals & 1kg corn and the prices are just infront of you! Unbeatable discount, best customer service, fast delivery and premium quality, Moreover i recieve 2 coca-cola as a gift❤ whats more one can desire for?! I highly recommend them",1,thank daraz provide satisfactory product good rate much economical marketplace get half kg brinjal 1 kg corn price infront unbeatable discount good customer service fast delivery premium quality moreover recieve 2 cocacola gift what s one desire highly recommend
2596,Brinjal were fresh and reach on time even though it was raining. vegetables are at reasonable price with ftee home delivery.,1,brinjal fresh reach time even though rain vegetable reasonable price ftee home delivery
2597,"Well packed, delivered on time and everything was fresh
Highly recommended & JazakAllah daraz :)",1,well pack deliver time everything fresh highly recommend jazakallah daraz
2598,thank u seller n daraz to send us fresh vegetables ,1,thank u seller n daraz send -PRON- fresh vegetable
2599,"good quality 👍
500 se upper ka order mangwaia koi charge nhi leyia",1,good quality 500 se upper ka order mangwaia koi charge nhi leyia
2600,Very nice nd fesh round brinjals i really like it all vegetables are fresh neat and clean well packed at my door step thanks daraz recommended,1,nice nd fesh round brinjal really like vegetable fresh neat clean well packed door step thank daraz recommend
2601,Received Dfresh items On time all items are fresh And in Good Packaging 5 Stars ⭐️ From my side.......👍,1,receive dfresh item time item fresh good packaging 5 star side
2602,"It was time to order Groceries from Daraz and it was really an amazing experience. Each category was packed well and categorized accordingly. Neat, clean and all fresh. Thumbs up to them to follow the standards and hygiene.",1,time order grocery daraz really amazing experience category pack well categorize accordingly neat clean fresh thumb follow standards hygiene
2603,"So fresh, well-packed and proper weight. Everytime I experience good from dmart. My mother is also happy by getting cheap and good quality veggies at door step. Thank you Daraz for the good facility through Dmart.",1,fresh wellpacke proper weight everytime experience good dmart mother also happy get cheap good quality veggie door step thank daraz good facility dmart
2604,Brinjals were fresh and received on next day even though these raining days and also at very reasonable price,1,brinjal fresh receive next day even though rain day also reasonable price
2605,"Unbelievable prices! Love shopping fresh vegetables from dfresh, no doubt they're offering worth buying fresh vegies, quality is upto mark and packaging is excellent! Satisfied.  I Love free dc compaign🤩",1,unbelievable price love shop fresh vegetable dfresh doubt -PRON- be offer worth buy fresh vegie quality upto mark packaging excellent satisfied love free dc compaign
2606,"Best platform to buy fresh vegetables & fruits at door step, really satisfied, reasonable price, quick delivery, thanks dfresh daraz.pk",1,good platform buy fresh vegetable fruit door step really satisfy reasonable price quick delivery thank dfresh darazpk
2607,"Excellent quality of vegetables & fruits, good packaging fast secure delivery, low prices as compared to market, Thanks dfresh daraz.pk",1,excellent quality vegetable fruit good packaging fast secure delivery low price compare market thank dfresh darazpk
2608,"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1,experience dfresh tomato fresh receive mix size big small red fresh tomato 910 chilli absolutely love fresh clean really reasonable price 13rd price local market rate 1010 coriandermint fresh n green nicely wrap paper 910 potato clean nondusty receive mix size 1010 palakspanish part fresh dry shrink leave 810 brinjal fresh really fresh 1010 capsicum veryyy green quantity give good 1010 carrots spring onion bund gobi fresh nicely wrap 1010
2609,very fresh ☺️ vegetables and fastest delivery within 1 day 😊 💯 fresh ⭐⭐⭐⭐⭐daraz is the best 👍 and thanks for the free cokes❤️👍👌,1,fresh vegetable fast delivery within 1 day fresh daraz good thank free coke
2610,Alhamdulillah received on time.,1,alhamdulillah receive time
2611,Mashallah very fresh and well packed. recommend.. quality bhi bohat achi hai.. thank you dfresh.,1,mashallah fresh well pack recommend quality bhi bohat achi hai thank dfresh
2612,Brinjals were fresh and at reasonable price compared to local market with free delivery.,1,brinjal fresh reasonable price compare local market free delivery
2613,reason able price. on time delivery very nice product ,1,reason able price time delivery nice product
2614,The taste was really awesome and also very fresh in condition in very best market rate.,1,taste really awesome also fresh condition good market rate
2615,Fresh Veggies in reasonable prices. Next Day Delivery,1,fresh veggie reasonable price next day delivery
2616,fresh Good quality and accurate quantity! well packed delivered on time.. thanks daraz,1,fresh good quality accurate quantity well pack deliver time thank daraz
2617,Brinjals were fresh and at affordable price that is at market value with free home delivery on very next day. Vegetables were fresh and of Good Quality Thanks Daraz.,1,brinjal fresh affordable price market value free home delivery next day vegetable fresh good quality thank daraz
2618,"best experience
best rates
best quality
nicely packed
recommended to all :)",1,good experience good rate good quality nicely pack recommend
2619,fresh n gud I like thank u daraz n seler,1,fresh n gud like thank u daraz n seler
2620,This time better quality received. Better than the thin long brinjals.,1,time well quality receive well thin long brinjal
2621,"Ordered spinach,tomatoes, and brinjals everything is fresh! Not only Quantity is really good but quality is also very premium, highly satisfied with purchase😍Got 2 cokes as a gift. Thank you Daraz😊 100% recommend I'll recommend all to buy",1,order spinachtomatoe brinjal everything fresh quantity really good quality also premium highly satisfied purchasegot 2 cokes gift thank daraz 100 recommend ill recommend buy
2622,very fresh and lovely vegetables.i usually order them every week and recommend every one to order vegetables from d fresh.they cheap and healthy.thank u,1,fresh lovely vegetablesi usually order every week recommend every one order vegetable freshthey cheap healthythank u
2623,All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1,vegetable good clean fresh reasonable price compare near market price thank daraz good job seller
