Reviews,Labels
Very fresh vegetable .meri life asan kar si .really ghar baithay intahiyai munaaib qeemat per zabardast pakging mai bahtreen vegetables ghar kay door step per .tha ks alot daraz thanks alot dfreah thanks daraz life itni easy karnay kay lye .😍😍😍😍😍😍😍😍😍,1
"perfect seller and satisfied with quality prices and dilivery, after 100 of times order placing no any complaint.",1
"purchasing on  this seller above 100 of times, perfect, fresh and lowest price against mandi, unbliveable, recomended. ;)",1
"The second time we have received a Gm issue, I have ordered 1 kg but received 800 gm, disappointed ",0
100% satisfaction because I regularly by vegetables and fruit on d fashion good quality and service,1
"Best product in very reasonable price.
Seller is highly recommended, best wishes with five stars!",1
"Best product in very reasonable price.
Seller is highly recommended, best wishes with five stars!",1
Quick delivery within 24 hrs. nicely packed and fresh vegetables. All in all Excellent Service.,1
"Simply the best, delivered on time. It was fresh and it was very cheap as compared to market. ",1
"I think purchasing above hundred of times, already satisfied with quality prices and dilivery.",1
its a good experiance thru ordering from daraz.everything was a fresh & excellent vegetables.,1
never dissapointed from dfresh.. quality items timely delivered . hence highly recommended,1
fresh and quantity is exact and develiery is on time and not single cabbage is rotten.,1
i order .25 kg of garlic along with other vegetables but it was missing from my order,0
Received 1 KG instead of 2 KG which was ordered & pay ..... Need a reimbursement :(  ,0
Fresh and clean vegetables arranged properly delivered next day. Very much satisfied ,1
fresh and as per the expectations. Thanks and keep up the standard will order again.,1
Vegetables were fresh and received in good condition. Keep up the good work D-Mart,1
All the ordered vegetables  were above my expectations. proudly recommend dfresh. ,1
"Vegetables were fresh and delivery time is perfect, Just next day as committed.
",1
Two items are not yet delivered from this order please refund them immediately,0
Nice Product good quality highly recommended price little higher than market. ,1
Excellent product. Original. Timely Received. Fully satisfied with service ,1
"freshness and quality, fast dilivery reasonable price, hoghly recomended.",1
Got exactly 1 kg large sized cabbage...Very fresh and timely delivered.,1
very very good all vegetables i m very happy with daraz full stars...,1
"fresh vegetables
timely delivered
Excellent experience
nice packaging",1
"excellent experience
nice packaging
just as described 
fast delivered",1
vegetable is good quality but is second quality not premium quality ,1
Every time they miss one itemand not replying on chat since 7 July.,0
No as fresh as we use to get from dfresh. Quality going very down. ,0
it was not one kg it's was 700gram or less than it n I pay for 1kg,0
I ordered 2 kg cabbage and I get 1 kg cabbage and charged for 2 kg,0
"fresh & super quality, satisfied with timely delivered and prices.",1
"Quality, quantity and rates are good. Will definitely try again. ",1
"good seller, good prizes, good quality products. fully satisfied.",1
right at time it was fine same as order and fresh and good taste,1
excellent service and fresh deleverd all vagitables we recommend,1
"Fresh vegetables and fruits fast free delivery.
Thanks Daz 👍💯",1
"quality is not fine since last 2 months
missing cheeko shopper",1
awesome 💯💯😎👍 quality excellent 👍👍 seller well-done daraz,1
All vegetables are good 👍 fresh and clean. Delivered in time.,1
"All vegetables and fruits fresh and best quality, Thanks alot",1
"All items were very good, pleasure to place an amazing order",1
Best Service At Door Step With best price and best quality,1
"no commints have, just blind faith this seller, recomended",1
delivered on time all vegetables were fresh thanks daraz,1
"worst quality ever ,will not order this vegetable again.",0
Good quality and next day delivery.  Will order again.,1
very fresh I am so satisfied of product and service .,1
"very dirty and blackish.
error in uploading pictures.",0
Not fresh order second time both time fresh nhi thi ,0
Fresh product. Im refer to my friend to purchace it.,1
I received this product in good and fresh condition ,1
Rotten cabbages covered with fungus was delivered. ,0
"The item was not as per standard, it was not fresh.",0
Very well packed n' fresh as always... keep it up!!,1
Fresh fast delivery with good discount from market,1
worst quality.. like a day before or even more old,0
"average price, ab normal market say high price hai",0
Quality product.  Delivered in time.  Recommended ,1
The devilery was on time.The vegetable was fresh.,1
"too much big in size...
should be of medium size.",0
"didn't receive the cabbage
other stuff was 10/10",0
"satisfied with quality,price and services.thanks",1
Excellent Quality.... Nicely Packed & Delivered,1
"very good quality and fresh, hamesha ki tarah.",1
Fresh item delivered well packed. Recommended ,1
There was less quantity in all of vegetables ,0
Nice Product good quality highly recommended ,1
good quality fresh fast delivery thanks daraz,1
awesome vegetables. daraz not disappoint me.,1
"Already Satisfied, good seller, Recommend.",1
I ordered cabbage n you delivered lauki..,0
"Fresh ,clean nutritious and tasty cabbage",1
All fresh and Good quality 👍 vegetables.,1
"super quality & fresh, recomended to buy.",1
very good and fresh and deliverd on time,1
Very Nice Packing With Fresh Vegetables ,1
All vegi & fruits are fresh thnx daraz👍,1
vegetable saaf this kafi as per standard,1
Good quality and delivered the next day.,1
bad quality half the cabbage was rotten.,0
Cabbage was of good quality. Satisfied.,1
Good nice and fresh at reasonable price,1
Bht acha thanks daraz ,1
Amazing product.. Very fast delivery ,1
amazing service highly recommended!!n,1
"excellent, satisfied regular customer",1
Amazing quality and premium product❤️,1
Amazing quality and premium product❤️,1
Fresh and timely deliver thanks 💯👍,1
fresh cabbage with less market value,1
i order 2 kg and recieved 850 grams ,0
"Product not received, it was missing",0
very good quality and fast deliveryl,1
good quality and low price i like it,1
"Weight not met, and yellow leaves. ",0
"very good quality, fresh and clean ",1
"very fresh, very quick service 👌👍",1
very good and fresh all vegetables.,1
"very good quality, fresh and clean.",1
very good and fresh all vegetables.,1
Fresh vegetables really satisfied ,1
perfect and fresh all thanks daraz,1
all vegetables are good and fresh.,1
Cabbage is not 1 kg it's 800 gram.,0
veggies was bot fresh this time..,1
everything is fresh and perfect  ,1
Good experience! Fresh vegetables,1
quality and quantity is too good ,1
Unfresh vegetables plz don't buy,0
very poor quality with smelling ,0
very fresh and affordable prices,1
Nice Product good quality fresh ,1
"Awesome, Fresh and Good Quality.",1
fresh item. with best price tag,1
Excellent quality! Very fresh! ,1
"Best quality, Reasonable price.",1
not received as same as ordered,0
"not so fresh, yellow in color.",0
"Very fresh and healthy, Thanks",1
Fresh vegetables. Recommended.,1
"fresh and v.cheap ..Zaberdast
",1
JUST OK AND WELL PACKED THANKS,1
Not as good quality as before,0
fresh and without any problem,1
Fresh and unharmed in anyway.,1
all vages are good and fresh,1
Fresh and with good packing.,1
"green, nice and big cabbage ",1
wonderful fruit best Quality,1
"Very fresh and good quality
",1
good products fresh & clean.,1
Excited fresh Quality 10/10,1
fresh and delivered on time,1
best quality and low price ,1
As usual fresh and prompt.,1
good n fresh. thanks daraz,1
Nice quality. Thanks Daraz,1
fresh and good stuff I got,1
This was good and fresh .,1
Fresh and good quality 👍,1
Nice Product good quality,1
fresh n good rates thanks,1
fresh and properly packed,1
Osm inshallah shop again,1
not fresh at this time ,0
"Fresh, recommend to all",1
Poor quality supplies.,0
best quality as usual ,1
"Fresh and tasty,Thanks",1
best service ever seen,1
Fresh and high quality,1
All items nice always,1
fresh all vegetables.,1
best fresh as always,1
Best quality cabbage,1
Appreciated Daraz...,1
Fresh n best. Great,1
"nice n fresh
thanks",1
Good and satisfied.,1
Got fresh aspected,1
Send as described.,1
fresh thanks daraz,1
Fresh & low price.,1
Have spots on it.,1
Good in  quality ,1
Awesome as Always,1
Fresh Vegetables ,1
very good quality,1
very big cabbage,0
affordable price,1
Clean and fresh,1
fresh and clean,1
less in weight ,0
Fresh and clean,1
Clean and fresh,1
Love it Dfresh ,1
Good as always,1
good and fresh,1
"Great quality
",1
Great quality,1
all are good ,1
not too good,0
"Asalamualikum
The first and the most valuable thing was that the whole items were fresh and very clear in their beauty and each and every product I received what I ordered,and thank's you a lot Daraz that you always delivered products on time and on the exact location.furthermore,Daraz team always receive our mails and work accordingly .it was fabulous that all items were in reasonable price,i also have shared experience with my relatives.
",1
Brinjals were fresh and Good Quality delivered at doorstep on time with free delivery. Thanks daraz for making vegetable and fruits available at doorstep fresh and healthy.,1
"Completely satisfied with dfresh team and their fastest service ever since I am using dfresh from 2 years and now I will definitely order in future as well..Each and every vegetables was fresh, clean, tasty and well packed.. Brinjal was sooo good thanks again for introducing dfresh in Karachi..",1
"Thank you Daraz for providing satisfactory products in good rates, much economical than other marketplace. Got half kg brinjals & 1kg corn and the prices are just infront of you! Unbeatable discount, best customer service, fast delivery and premium quality, Moreover i recieve 2 coca-cola as a gift❤ whats more one can desire for?! I highly recommend them",1
Brinjal were fresh and reach on time even though it was raining. vegetables are at reasonable price with ftee home delivery.,1
"Well packed, delivered on time and everything was fresh
Highly recommended & JazakAllah daraz :)",1
thank u seller n daraz to send us fresh vegetables ,1
"good quality 👍
500 se upper ka order mangwaia koi charge nhi leyia",1
Very nice nd fesh round brinjals i really like it all vegetables are fresh neat and clean well packed at my door step thanks daraz recommended,1
Received Dfresh items On time all items are fresh And in Good Packaging 5 Stars ⭐️ From my side.......👍,1
"It was time to order Groceries from Daraz and it was really an amazing experience. Each category was packed well and categorized accordingly. Neat, clean and all fresh. Thumbs up to them to follow the standards and hygiene.",1
"So fresh, well-packed and proper weight. Everytime I experience good from dmart. My mother is also happy by getting cheap and good quality veggies at door step. Thank you Daraz for the good facility through Dmart.",1
Brinjals were fresh and received on next day even though these raining days and also at very reasonable price,1
"Unbelievable prices! Love shopping fresh vegetables from dfresh, no doubt they're offering worth buying fresh vegies, quality is upto mark and packaging is excellent! Satisfied.  I Love free dc compaign🤩",1
"Best platform to buy fresh vegetables & fruits at door step, really satisfied, reasonable price, quick delivery, thanks dfresh daraz.pk",1
"Excellent quality of vegetables & fruits, good packaging fast secure delivery, low prices as compared to market, Thanks dfresh daraz.pk",1
"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1
very fresh ☺️ vegetables and fastest delivery within 1 day 😊 💯 fresh ⭐⭐⭐⭐⭐daraz is the best 👍 and thanks for the free cokes❤️👍👌,1
Alhamdulillah received on time.,1
Mashallah very fresh and well packed. recommend.. quality bhi bohat achi hai.. thank you dfresh.,1
Brinjals were fresh and at reasonable price compared to local market with free delivery.,1
reason able price. on time delivery very nice product ,1
The taste was really awesome and also very fresh in condition in very best market rate.,1
Fresh Veggies in reasonable prices. Next Day Delivery,1
fresh Good quality and accurate quantity! well packed delivered on time.. thanks daraz,1
Brinjals were fresh and at affordable price that is at market value with free home delivery on very next day. Vegetables were fresh and of Good Quality Thanks Daraz.,1
"best experience
best rates
best quality
nicely packed
recommended to all :)",1
fresh n gud I like thank u daraz n seler,1
This time better quality received. Better than the thin long brinjals.,1
"Ordered spinach,tomatoes, and brinjals everything is fresh! Not only Quantity is really good but quality is also very premium, highly satisfied with purchase😍Got 2 cokes as a gift. Thank you Daraz😊 100% recommend I'll recommend all to buy",1
very fresh and lovely vegetables.i usually order them every week and recommend every one to order vegetables from d fresh.they cheap and healthy.thank u,1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1
"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1
"10/10
thanku Daraz best online store
best and fresh premium quality vegetables and fruits on low price than market
fast delivery
quick service",1
"Great quality of product reasonable price timely delivered,thanks for providing best quality And service all vegetables were fresh recommended",1
Always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1
"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. thanks Daraz. Good job seller.,1
FRESH BRINJALS WITH GOOD PACKAGING RECEIVE WITH FREE DELIVERY AND 14rs per kg i order Half kg rs 7 rs specially recommended Daraz and Source.pk,1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using daraz wallet ,1
fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1
I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1
nice timely delivered weight bhi pora packaging bhi zabardast..all in all best product aur rates bhi zabardast ,1
received fresh vegetables as always. no worry to get fresh vegetables for go outside in these days due to COVID-19. I have ordered 6 times from daraz.,1
excellent quality. all vegs are fresh and premium quality. they delivered them even in lockdown as I needed them desperately. hats off to your service,1
Excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time ,1
fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1
The product is same as described.It is very fresh and is of very good quality.quickly delivered in lockdown and price much cheaper than market.I highly recommend buying products from dfresh.,1
The vegetables are very fresh and same as described PREMIUM QUALITY. It is in a very cheap price than market. I highly recommend buying products from dFresh.,1
"I always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,",1
"Very good quality and fresh vegetables, reasonable price, delivery in one day only,I recommend it.",1
"Fresh and Good quality product, timely delivery. Thanks daraz.",1
very fresh and got this at a very cheap rate. love ordering from dfresh they never disappoint,1
"All the brinjals were rotten, koi ek b theek nahi nikla, just bahar se dikhne men theek thay, andr se sb khrab..! Very disappointed. ",0
Very fresh and neatly packed. Received in the given time. ,1
awesome always love ordering from absolutely great 1 day delivery absolutely up to the mark,1
behtareen weight bhi pora aur fresh quality zabardast everything is amazing fully satisfied,1
poor quality return Clam,0
"Fresh, good quality and fair price. Delivered on time. ",1
Freshly delivered at fair price. Highly recommended! ,1
Nice quality and fresh vegetables. Thanks 😊 Daraz keep it up. One day delivery geate,1
Freshly delivered and quite reasonable than market.,1
"Large n fresh Ordered 4th time was absolutely  amazing! can you see the quality how premium it is looking?!! Just up to mark. Freshness quanlity, quantity all satisfactory . Fast delivery😍 Highly recommended dFresh. Great work",1
arrived in given timeline. vegetables are fresh and in economic rate. I am satisfied,1
"Everything is fresh and in good shape..
I though they washed vegs before shipping.",1
good and fresh vegetables at doorstep and rate is less as compared to nearby shops,1
"fresh Vegetables and fruit came on time with low price than market 
great quality",1
Fresh products and timely delivery.. highly recommended for grocery shopping! 👍,1
Each and every vegetable is fresh and cheap in price. Totally recommend dfresh ,1
timely delivered and properly packed. fresh vegetables so will recommed to all ,1
This time all vegeitable is good and fresh and timely delivered will be 5 star,1
fastest delivery. Fresh & as per description. Recommend to other customers ,1
fresh hn or bhout hi alaw thanku on time delivery with no delivery charges,1
"Nice and fresh. Good quality in very reasonable price.
Received next day.",1
Good nice and fresh vegetables at door step. happy shopping. Recommend it,1
Daraz is love😍Got fresh brinjals & spinach half half kg in just 19Rs with Free delivery in 12.12 Sale😍 Plus I got free CocaCola as a gift😊My experience from Daraz is simply amazing uptil now & its been good 3years ALHUMDULILAH💕 Thank you Daraz💕,1
good Market value quality thanks DFresh,1
baigan behtareen quality k hamesha hi aty han aur awesome rates love it ,1
bohat achi or fresh sabziyan milti hain yahan kam price per or time per,1
Fresh vegetables I am satisfied good quality products I am very happy,1
"weight ziyada bheje the
recommended",1
"less price as compared to market
fresh Vegetables
delivered on time
",1
MashAllah amazing quality so fresh,1
absolutely amazing ... very nice quality aur weight bho pora tha..m,1
"I often order onions , potatoes and tomato from this shop. And they turn really satisfactory (they are in this order as well). This time I thought to try other vegetables as well so I ordered brinjal, and this is what was sent. I think I may stick to the basic 3 only..",1
Ordered yesterday these vegetables every item is fresh but spinach is not fresh as seen in picture its wasted. Disappointed this time. You have to check every items before delivery ,0
"All the vegetables were fresh I ordered them first time and got satisfied, delivery was on time I ordered at night received my parcel next day in the morning, I recommend it 100%. ",1
fresh round Brinjals I always like to place order online for vegetables from Daraz with three reasons. 1. fresh 2. Economical Rates and no bargaining issue 3. I got at my Doorstep.,1
"Delivery on time Quality of Vegetables also very Good. 
Price of Bringal is very low only Rs 18 per Kg.
unbelievable.",1
"Good Quality, well packed, bill was also included. My area delivery person is really nice too. Whoever is Packing veggies in transparent packing is doing really a good job. My order was intact and not a single item was missed. Free delivery and complimentary gifts was great pleasure to have. ",1
Satisfied.. received fresh and clean vegetables in market price...,1
Round brinjal are fresh and best in quality packing was perfect,1
"Good.......
Satisfied....!!!!",1
its good & fresh vegetables with free delivery. thanx to daraz,1
perfect. properly packed. timely delivered in reasonable price,1
its good & fresh vegetables with free delivery. thanx to daraz,1
 good and fresh vegetables.,1
"Good...
Satisfied.....!!!!!",1
best online shop for fresh vegetables and fruit at low price,1
very bad quality keray walay  and 1 kilo order received 500,0
best app hai daraz thankq so much bohut fresh sbziyan thin,1
perfect condition. fully fresh. properly packed. satisfied,1
this time brinjal were not good as inside they were not fresh and not usable dissappointed ,1
satisfied ..good quality,1
"Fresh vegetables are 
",1
quality is good and ok,1
good quality & fresh ,1
very fresh and tasty,1
"Received Fesh products from Dfresh, very good service",1
Good Nice fresh quality is best at reasonable prices,1
I ORDERD MANY TIMES EVERY TIME GOT FRESH PRODUCTS...,1
"good, Nice and fresh vegetables at reasonable price",1
zabardast quality i love it aur best rates pe han.,1
"was fresh and good quality, liked and recommended",1
Fresh quality and delivered on time! Recommended!,1
fresh round brinjal for daily cooking essential.,1
Brinjals were fresh and very reasonable in price,1
"Looked fresh, fair price and delivered on time. ",1
Fresh received,1
best quality product very satisfied customer 👍,1
Awesome item. fast shipping 👍 timely delivered,1
Reasonably priced and fresh fruits and veggies.,1
"very happy & satisfied with dFresh, perfect quality and fresh vegatables. thanks",1
nice and fresh brinjal.will order again soon .,1
"all fresh, timely delivered. regular customer",1
"all fresh, timely delivered. regular customer",1
timely delivered very fresh 100% recommended,1
fresh stock with one day- timely delivery 🚚,1
"received fresh from dFresh, highly recommend",1
Fresh vegetables and delivery always on time,1
everything is fresh on time delivery 👍😊..,1
"All vegetables are received in premium fresh form.
Thanks a lot Daraz dfresh",1
Fresh and quantity was also as ordered...,1
"good quality, fresh and timely delivered",1
Fresh vegetables and delivered on time.,1
"Good price, fresh and fast delivery. ",1
love to see the freshness of brinjals,1
Brinjals were fresh and well packed.,1
baigan are fresh as shown in picture,1
Brinjals were fresh and Good Quality delivered at doorstep on time with free delivery. Thanks daraz for making vegetable and fruits available at doorstep fresh and healthy,1
"Good quality , fresh and economical",1
good packing.every thing was fresh,1
good satisfied with all vegetables,1
"Good Quality fresh vegetables , provided next day as per commitment",1
fresh and good one and packed nicely. Quick service. thank u daraz,1
All fresh and delivered on time.,1
good and fresh quality recommend,1
Good Quality and Good Packaging ,1
"delivered in time, good service ",1
"very very nice, fresh and clean ",1
fresh vegetables fast delivery,1
"very well packed ,bht fresh he",1
very fresh vegetables thanks seller and Daraz ❤️ 💯 fresh ⭐⭐⭐⭐⭐,1
Brinjal were fresh and well packed and at reasonable price with free delivery at doorstep. Thanks daraz for making vegetables and fruits available at door step very fast that is on next day of order.,1
all are fresh recommend it...,1
recommended fresh vegetables ,1
brinjal fresh and good taste.,1
Brinjals are fresh and clean,1
Vegetables were satisfactory,1
not as fresh as it should be,0
Fresh vegtable fast delivery,1
Fresh and reasonable rate. ,1
freshhh ..happy with daraz,1
reasonable price satisfied,1
fresh and timely delivered,1
always fresh from Dfresh,1
it was ok but not as fresh as last two times u have send.,0
Fresh and good quality.,1
fresh and good quality.,1
AllGood ...satisfied!!,1
fresh and good quality,1
Fresh & reasonable ,1
All Good satisfied,1
Fresh vegetables ,1
fresh from mandi,1
receive third class and garbage item west of mony,0
Received fresh ,1
Best And Fresh,1
good satisfied,1
Fresh items,1
All vegetables are A+ quality n super fresh.,1
wonderful experience fresh vegetables theen,1
Very fresh and delicious. Thank you dFresh.,1
"good quality and fresh ,recommended to all",1
"so fresh
nicely packed
delivered on time",1
excellent. nothing short of expectation.,1
"pretty good eggplants, great price :) ",1
zabardast good quality nice vegetables,1
Beghan was fresh and Good Quality delivered at doorstep on time with free delivery. Thanks daraz for making vegetable and fruits available at doorstep fresh and healthy.,1
best quality order delivered on time,1
 the brinjals from daraz are fresh.,1
Good service by daraz timely delivery and all subzi are very fresh👌👌👌,1
All Fresh Veges. Thanks 😊👍,1
This was quite disappointing moment to see. I ordered 1Kg and received 600gms. Thanks to my weighing scale. I was shocked to see quantity of round brinjal so I decided to weight it and found it was short of 400gms.,0
good quality and low price ,1
good quality o vegetables,1
fresh and good quality. ,1
fresh and fast delivery ,1
Full fresh every thing's,1
fresh and nicely packed,1
fresh & clean as always,1
Nice quality and fresh,1
Best quality &fresh,1
fresh vegetable,1
Always fresh,1
"Began were fresh and nicely packed, It was a good deal at this reasonable price with free home delivery. Thanks daraz for making it for me.",1
"Daraz never disappoints me Alhumdulillah my orders from past 3 years are completely satisfactory, for me daraz is the best app to shop hassle free! Their customer service is literally topnotch! 5 stars from my side. bengan",1
very fresh bringal and very fast delivery or mje coca-cola free mila hai  tanks daraz and dfresh love it Happy shopping 🛒,1
"Zabrdast my experience through DFresh is amazing ordered brinjals, Spanish,  potatoes n carrots everything was absolutely fresh . getting all these in good rates as well, keep it up free delivery making us more convenient to order from here",1
Products were good and fresh. ,1
fresh products at door step thanks daraz,1
thumbs up,1
"I apologize for not uploading any pics due to the reason that my wife gave away all the items to the maid.
After looking at the quality of fruits I just hate the word Premium"". They were no way close to ordinary.",0
In short,0
"Fresh vegetables, very good packaging, timely delivered, affordable price, fully satisfied, Thanks Daraz dfresh.",1
"Very poor experience 
They delivered someone else’s order with different vegetables/ fruits and less amount yet charged me full amount of my order on credit card .Despite repeated calls, no resolution and they keep saying complaint is in “process”. Very disappointed and will never use again! Cannot trust Dfresh",0
Good Hygiene Good Quality Vegetable's. Prices are very competitive and i find it very low as compared t the local market. Excellent Service 👍🏻,1
cheaters never buy vegetables from here ginger 500 gram order Kiya 250 gram send Kiya aur one month Tak koi chat response Nahi koi return Nahi ,0
"Received my order on 12 thJune..fruits  are rotten.... Among 2 dozen eggs 9 are broken.... Extremely small bananas... Falsay are 2/3rd rotten..

Almonds are NOT AMERICAN ones... 

I have placed order for cashew nuts which has NOT BEEN DELIVERED so return my amount I paid for this.. Also the people who came to DELIVER were NOT wearing MASKS so u guys are not following SOPs so keeping our lives in DANGER... Plz solve these problems and refund my amount ASAP. Thanks

",0
"dFresh used to deliver fresh products. Now, as their customers grow, they are becoming same as the rest of vegetable sellers.",1
"normally received fresh product but sometimes bad item received, return request also cancelled by daraz.
",1
"Price was very reasonable and is value for money ,got fresh and best quality brinjal.Well packed shipped on time. Fully satisfied Daraz dfresh.👍",1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
"Quality and quantity is decreasing order by order. After many orders i have some missing item for which no compensation provided. dfresh can contact me if they want, kaneeza",0
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
"Ordered 1kg but received 680 gms. Few banana were totally spoiled. Received in 3 days, it is understandable due to current lock down.",0
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
Vegetables received are fresh and delivered before the delivery date. Very much satisfied with the daraz service. Highly recommend to buy fresh vegetables from daraz. ,1
very good 🚚 service all vegetables are fresh .thanks seller and thanks daraz for providing us best service,1
Very fresh vegetable .meri life asan kar si .really ghar baithay intahiyai munaaib qeemat per zabardast pakging mai bahtreen vegetables ghar kay door step per .tha ks alot daraz thanks alot dfreah thanks daraz life itni easy karnay kay lye .😍😍😍😍😍😍😍😍😍,1
"Nice first experience. Very Good  to reasonable quality of  fruits & vegetables delivered as per commitment. 
 However, when you say premium, it shud be premium to give proper perception of words used in app. Otherwise just write product name. ",1
"there is no option for less than 1 star.. Kamal krdya Daraz walo ne 3 items order k deliver hi nh kiye or ooper se irresponsible customer service team.
they didn't send me back the items they just refunded less than half amount",1
cheaters never buy vegetables from here ginger 500 gram order Kiya 250 gram send Kiya aur one month Tak koi chat response Nahi koi return Nahi ,0
why the veggies are getting expensive since store is renamed to dMart? is daraz looking to earn more money on veggies too? that much greed isn't good for business. ,0
very fresh vegetables and fruits 😋 really very happy to buy online from Daraz thanks recommended,1
All vegeitable fresh and good and timely delivered propered packed. I recomend to all. 5 star.,1
The product quality and packing was good. The product was fresh too. Excellent experience.,1
very fresh and premium quality delivered on time even though lock down situation in city,1
"Very nice services 👍🏻👍🏻👍🏻
All veggies are fresh and thanks for the surprise gift",1
Simply the best. Original products. Highly recommended. Five stars and best wishes ,1
"only 1/2 kg received instead of 1kg

otherwise all other things are fresh and good",0
economical prices .. low prices from markets.. I am glad to buy vegees from dFresh,1
Excellent and fresh vegetable . . Timely Received. Fully satisfied with service,1
"Highly recommended fresh product in cheap price..

Thanks Daraz & Seller. ",1
"the quality is very poor
small in size
not satisfied with the quality
",0
"amazing experience. would buy again. smooth experience.
best quality.",1
"vegetables and fruits were delivered fresh .. satisfied with order 
",1
Received item by 7pm and not given receipt by delivery person,0
fresh vegetables delivered on same day with nice packaging 👍,1
Best Service At Door Step With best price and best quality,1
"Very nice
Fully satisfied with the service and quality
",1
Completely riped brinjal with big hards seeds inside. ,0
"Fresh vegetables delivered from Daraz within 24 hours
",1
Too good and fresh. Its my first experience at dMart. ,1
"Great Experience!

All came fresh!

Much satisfied. ",1
very good quality. very fresh. satisfied as always,1
"very good quality vagitable 👍
highly recommended",1
it was delivered fresh and it met my expectations,1
Very impressive quality and fresh in good price.,1
Fresh and clean veggies in less price I m happy,1
"Good product nicely working , timely delivered",1
very bad quality too disappointed expensive. .,0
"it's good quality ,  supportive courier boy. ",1
even cook without potatos...very good quality,1
best experiance !! vegies were very fresh ..,1
"quality is good
vegetables are fresh
like it",1
looks like fresh from the farm. thanks Daraz,1
excellent service Daraz very happy with you,1
Rates are very impresive with Good Quality,1
Baigans from daraz comes very very fresh,1
"all things were fresh
recommended seller",1
all over vegetable fresh and good price,1
Good nice and fresh at reasonable price,1
Fresh Sabzi and good packing by Daraz👌,1
Fresh vegetables at subsidized prices.,1
"excellent, satisfied regular customer",1
Delivery on time fresh items received,1
vegetables were fresh and economical,1
Received Fresh with Free Shipping ☺️,1
good product recommend best selling,1
vegetable's are fresh and good. . .,1
every goodthing was fresh and good.,1
very fresh vegetables good service,1
Awesome vegetables and fresh items,1
Fresh and fast delivery by daraz. ,1
"good and fresh
very much satisfied",1
awful Stull extremely small size ,1
Fresh and fast delivery by daraz,1
it's Amazing & Greatest quality,1
good  quality fresh vegetables,1
available at cheap rate...good,1
fresh as always.. thanks daraz,1
fresh vegetables recommended ,1
Very good quality and fresh.,1
Over all it's good and fresh,1
Very fresh and good service ,1
Very good fresh and low cost,1
